id,transaction_id,date,amount,merchant_name,card_type,transaction_country,risk_score,fraud_outcome,triggering_rule,flagging_severity
2362,TXN-102361,2025-09-25 03:00:00,58.08,PayPal Transfer,Credit,Australia,43,Legitimate,,
2363,TXN-102362,2025-09-25 03:00:00,14.81,DoorDash,Debit,Nigeria,31,Legitimate,,
2364,TXN-102363,2025-09-25 03:00:00,94.28,Netflix,Prepaid,United States,27,Legitimate,,
2365,TXN-102364,2025-09-25 04:00:00,11.42,Apple Store,Prepaid,Brazil,24,Legitimate,,
2366,TXN-102365,2025-09-25 05:00:00,22.03,Walmart,Credit,United States,33,Legitimate,,
2367,TXN-102366,2025-09-25 06:00:00,1448.31,Amazon,Debit,Brazil,78,Confirmed Fraud,ND-504b,Critical
2368,TXN-102367,2025-09-25 06:00:00,23.18,Shopify Merchant,Prepaid,Indonesia,8,Legitimate,,
2369,TXN-102368,2025-09-25 11:00:00,176.88,Shell Gas,Credit,Nigeria,33,Legitimate,,
2370,TXN-102369,2025-09-25 11:00:00,16.97,DoorDash,Prepaid,United States,4,Legitimate,,
2371,TXN-102370,2025-09-25 13:00:00,24.86,Booking.com,Prepaid,Nigeria,0,Legitimate,,
2372,TXN-102371,2025-09-25 13:00:00,39.90,Best Buy,Credit,Mexico,48,Legitimate,,
2373,TXN-102372,2025-09-25 14:00:00,59.03,Stripe Payment,Prepaid,Nigeria,0,Legitimate,,
2374,TXN-102373,2025-09-25 16:00:00,10.00,Uber,Prepaid,Russia,61,Confirmed Fraud,CA-221,Info
2375,TXN-102374,2025-09-25 17:00:00,78.49,Best Buy,Credit,Canada,23,Legitimate,,
2376,TXN-102375,2025-09-25 19:00:00,262.22,Google Play,Credit,Nigeria,0,Legitimate,TP-290,Info
2377,TXN-102376,2025-09-25 19:00:00,69.73,Spotify,Credit,United States,31,Legitimate,,
2378,TXN-102377,2025-09-25 20:00:00,9.13,Instacart,Prepaid,United States,35,Legitimate,,
2379,TXN-102378,2025-09-25 21:00:00,71.72,Walmart,Debit,Australia,0,Legitimate,VD-338,Info
2380,TXN-102379,2025-09-25 22:00:00,85.33,Spotify,Credit,Germany,27,Legitimate,,
2381,TXN-102380,2025-09-26 00:00:00,32.25,Etsy Shop,Debit,United States,50,Pending Review,ND-504b,Warning
2382,TXN-102381,2025-09-26 00:00:00,13.55,Walmart,Credit,Canada,0,Legitimate,,
2383,TXN-102382,2025-09-26 01:00:00,12.72,Unknown Merchant,Credit,South Korea,18,Legitimate,,
2384,TXN-102383,2025-09-26 01:00:00,13.88,AirBnB,Credit,Nigeria,22,Legitimate,,
2385,TXN-102384,2025-09-26 03:00:00,9.57,Stripe Payment,Credit,Australia,26,Legitimate,,
2386,TXN-102385,2025-09-26 04:00:00,14.92,Spotify,Debit,Germany,15,Legitimate,,
2387,TXN-102386,2025-09-26 05:00:00,23.15,Instacart,Debit,Canada,8,Legitimate,,
2388,TXN-102387,2025-09-26 07:00:00,204.25,PayPal Transfer,Debit,India,26,Legitimate,,
2389,TXN-102388,2025-09-26 08:00:00,154.84,Shopify Merchant,Debit,United States,39,Legitimate,,
2390,TXN-102389,2025-09-26 08:00:00,41.35,DoorDash,Credit,Nigeria,33,Legitimate,,
2391,TXN-102390,2025-09-26 08:00:00,85.89,Etsy Shop,Prepaid,United States,13,Legitimate,,
2392,TXN-102391,2025-09-26 08:00:00,12.46,Booking.com,Debit,United States,8,Legitimate,,
2393,TXN-102392,2025-09-26 11:00:00,12.52,Amazon,Debit,Mexico,26,Legitimate,,
2394,TXN-102393,2025-09-26 11:00:00,131.27,Target,Credit,China,24,Legitimate,,
2395,TXN-102394,2025-09-26 12:00:00,3356.15,Netflix,Debit,United Kingdom,100,Confirmed Fraud,ND-504,Critical
2396,TXN-102395,2025-09-26 13:00:00,50.96,Amazon,Debit,Russia,39,Legitimate,,
2397,TXN-102396,2025-09-26 14:00:00,44.67,Booking.com,Debit,Germany,42,Legitimate,,
2398,TXN-102397,2025-09-26 17:00:00,133.30,Apple Store,Debit,Nigeria,25,Legitimate,,
2399,TXN-102398,2025-09-26 19:00:00,6.60,Etsy Shop,Debit,France,10,Legitimate,,
2400,TXN-102399,2025-09-26 20:00:00,35.82,Target,Debit,Canada,45,Legitimate,,
2401,TXN-102400,2025-09-26 22:00:00,159.92,Apple Store,Credit,United States,38,Legitimate,,
2402,TXN-102401,2025-09-26 23:00:00,40.55,Best Buy,Credit,China,57,Confirmed Fraud,CA-221,Critical
2403,TXN-102402,2025-09-26 23:00:00,33.76,Best Buy,Credit,United States,71,Pending Review,TP-290,Warning
2404,TXN-102403,2025-09-26 23:00:00,62.86,Uber,Debit,United Kingdom,21,Legitimate,GE-773,Info
2405,TXN-102404,2025-09-27 00:00:00,9.92,Shell Gas,Credit,United Kingdom,37,Legitimate,,
2406,TXN-102405,2025-09-27 00:00:00,33.01,Google Play,Debit,Germany,36,Legitimate,,
2407,TXN-102406,2025-09-27 03:00:00,103.40,Best Buy,Credit,Brazil,79,Confirmed Fraud,VD-338,Critical
2408,TXN-102407,2025-09-27 04:00:00,4534.06,Google Play,Prepaid,Mexico,64,Confirmed Fraud,IP-519,Critical
2409,TXN-102408,2025-09-27 06:00:00,99.39,Best Buy,Credit,Germany,25,Legitimate,,
2410,TXN-102409,2025-09-27 06:00:00,32.53,Shell Gas,Credit,Indonesia,27,Legitimate,DV-812,Warning
2411,TXN-102410,2025-09-27 06:00:00,46.95,Instacart,Debit,Nigeria,4,Legitimate,DV-812,Info
2412,TXN-102411,2025-09-27 06:00:00,44.07,Netflix,Credit,China,22,Legitimate,IP-519,Info
2413,TXN-102412,2025-09-27 07:00:00,80.73,Spotify,Credit,Brazil,22,Legitimate,,
2414,TXN-102413,2025-09-27 08:00:00,58.21,Walmart,Credit,United States,5,Legitimate,,
2415,TXN-102414,2025-09-27 11:00:00,50.32,Walmart,Debit,Canada,30,Legitimate,,
2416,TXN-102415,2025-09-27 11:00:00,47.50,Best Buy,Debit,China,30,Legitimate,,
2417,TXN-102416,2025-09-27 13:00:00,40.71,Best Buy,Credit,United States,25,Legitimate,CR-145,Info
2418,TXN-102417,2025-09-27 15:00:00,19.09,Shopify Merchant,Debit,India,8,Legitimate,,
2419,TXN-102418,2025-09-27 16:00:00,49.56,Best Buy,Debit,Nigeria,20,Legitimate,,
2420,TXN-102419,2025-09-27 16:00:00,34.05,Booking.com,Credit,Germany,43,Legitimate,,
2421,TXN-102420,2025-09-27 19:00:00,295.19,DoorDash,Credit,India,10,Legitimate,,
2422,TXN-102421,2025-09-27 19:00:00,98.27,DoorDash,Credit,Canada,25,Legitimate,,
2423,TXN-102422,2025-09-27 20:00:00,49.35,Uber,Credit,Indonesia,17,Legitimate,,
2424,TXN-102423,2025-09-27 22:00:00,1167.72,Etsy Shop,Debit,Nigeria,62,Confirmed Fraud,ND-504,Critical
2425,TXN-102424,2025-09-27 22:00:00,41.97,Stripe Payment,Credit,Canada,28,Legitimate,,
2426,TXN-102425,2025-09-28 00:00:00,57.51,Etsy Shop,Credit,Mexico,33,Legitimate,,
2427,TXN-102426,2025-09-28 00:00:00,83.71,Stripe Payment,Credit,Germany,25,Legitimate,,
2428,TXN-102427,2025-09-28 00:00:00,20.60,Apple Store,Debit,United States,17,Legitimate,,
2429,TXN-102428,2025-09-28 02:00:00,12.69,Apple Store,Credit,Canada,18,Legitimate,,
2430,TXN-102429,2025-09-28 02:00:00,28.48,Shell Gas,Credit,United States,0,Legitimate,,
2431,TXN-102430,2025-09-28 03:00:00,93.74,Uber,Credit,Japan,39,Legitimate,,
2432,TXN-102431,2025-09-28 03:00:00,51.48,Uber,Credit,United States,2,Legitimate,ND-504b,Info
2433,TXN-102432,2025-09-28 03:00:00,5.72,AirBnB,Debit,Canada,29,Legitimate,,
2434,TXN-102433,2025-09-28 04:00:00,31.15,DoorDash,Debit,United States,26,Legitimate,DV-812,Info
2435,TXN-102434,2025-09-28 06:00:00,259.32,PayPal Transfer,Prepaid,United Kingdom,33,Legitimate,,
2436,TXN-102435,2025-09-28 06:00:00,11.36,Walmart,Credit,United States,51,Legitimate,,
2437,TXN-102436,2025-09-28 07:00:00,20.16,DoorDash,Debit,Canada,2,Legitimate,CA-221,Warning
2438,TXN-102437,2025-09-28 08:00:00,316.76,Uber,Credit,France,80,Confirmed Fraud,ND-504,Critical
2439,TXN-102438,2025-09-28 09:00:00,37.64,AirBnB,Debit,United States,22,Legitimate,,
2440,TXN-102439,2025-09-28 11:00:00,129.63,PayPal Transfer,Debit,Brazil,59,Legitimate,CA-221b,Info
2441,TXN-102440,2025-09-28 11:00:00,13.07,Instacart,Credit,Nigeria,18,Legitimate,,
2442,TXN-102441,2025-09-28 13:00:00,6.04,Apple Store,Credit,Germany,7,Legitimate,,
2443,TXN-102442,2025-09-28 14:00:00,27.93,Best Buy,Credit,South Korea,47,Legitimate,,
2444,TXN-102443,2025-09-28 14:00:00,45.53,Netflix,Credit,Canada,4,Legitimate,,
2445,TXN-102444,2025-09-28 16:00:00,29.32,Booking.com,Debit,Australia,40,Legitimate,CA-221b,Info
2446,TXN-102445,2025-09-28 16:00:00,5.15,DoorDash,Debit,Australia,26,Legitimate,,
2447,TXN-102446,2025-09-28 17:00:00,2417.21,Uber,Prepaid,Nigeria,75,Confirmed Fraud,CA-221b,Critical
2448,TXN-102447,2025-09-28 18:00:00,128.55,Netflix,Debit,Nigeria,30,Legitimate,CA-221b,Info
2449,TXN-102448,2025-09-28 18:00:00,29.03,Netflix,Credit,Nigeria,18,Legitimate,,
2450,TXN-102449,2025-09-28 18:00:00,1792.97,Target,Credit,Nigeria,53,Confirmed Fraud,IP-519b,Warning
2451,TXN-102450,2025-09-28 19:00:00,61.28,Booking.com,Credit,United States,24,Legitimate,,
2452,TXN-102451,2025-09-28 20:00:00,27.69,Unknown Merchant,Prepaid,United Kingdom,3,Legitimate,,
2453,TXN-102452,2025-09-28 20:00:00,209.22,Uber,Debit,Nigeria,63,Confirmed Fraud,VD-338b,Critical
2454,TXN-102453,2025-09-28 21:00:00,161.43,Walmart,Credit,Canada,58,Pending Review,VD-338b,Info
2455,TXN-102454,2025-09-28 21:00:00,31.81,Unknown Merchant,Credit,Canada,21,Legitimate,IP-519,Info
2456,TXN-102455,2025-09-28 21:00:00,13.78,Spotify,Prepaid,United States,43,Legitimate,,
2457,TXN-102456,2025-09-28 21:00:00,29.08,Booking.com,Debit,United Kingdom,50,Legitimate,,
2458,TXN-102457,2025-09-28 21:00:00,28.64,Uber,Prepaid,United Kingdom,21,Legitimate,,
2459,TXN-102458,2025-09-29 02:00:00,55.99,Uber,Credit,United States,89,Confirmed Fraud,CA-221,Critical
2460,TXN-102459,2025-09-29 03:00:00,75.49,PayPal Transfer,Debit,China,26,Legitimate,BN-102,Warning
2461,TXN-102460,2025-09-29 03:00:00,37.44,AirBnB,Credit,Russia,27,Legitimate,,
2462,TXN-102461,2025-09-29 04:00:00,16.54,Amazon,Credit,United States,42,Legitimate,,
2463,TXN-102462,2025-09-29 05:00:00,67.41,Etsy Shop,Debit,United States,33,Legitimate,GE-773,Info
2464,TXN-102463,2025-09-29 05:00:00,78.99,Etsy Shop,Debit,Indonesia,26,Legitimate,,
2465,TXN-102464,2025-09-29 06:00:00,54.17,Booking.com,Credit,Canada,1,Legitimate,BN-102,Warning
2466,TXN-102465,2025-09-29 06:00:00,24.40,Unknown Merchant,Credit,United States,42,Pending Review,VD-338b,Warning
2467,TXN-102466,2025-09-29 06:00:00,22.07,Apple Store,Credit,United States,21,Legitimate,,
2468,TXN-102467,2025-09-29 06:00:00,65.52,Walmart,Debit,United States,41,Legitimate,,
2469,TXN-102468,2025-09-29 06:00:00,45.72,Shopify Merchant,Credit,Nigeria,36,Legitimate,,
2470,TXN-102469,2025-09-29 07:00:00,44.77,PayPal Transfer,Debit,Nigeria,59,Legitimate,DV-812,Info
2471,TXN-102470,2025-09-29 07:00:00,52.75,Booking.com,Debit,Canada,39,Legitimate,,
2472,TXN-102471,2025-09-29 08:00:00,325.45,Google Play,Debit,United States,15,Legitimate,TP-290,Critical
2473,TXN-102472,2025-09-29 09:00:00,56.18,Instacart,Credit,United States,23,Legitimate,,
2474,TXN-102473,2025-09-29 10:00:00,35.06,Apple Store,Credit,Germany,40,Legitimate,,
2475,TXN-102474,2025-09-29 10:00:00,8.82,Apple Store,Credit,Australia,6,Legitimate,,
2476,TXN-102475,2025-09-29 10:00:00,820.82,Shopify Merchant,Prepaid,Nigeria,99,Confirmed Fraud,ND-504,Info
2477,TXN-102476,2025-09-29 11:00:00,32.83,PayPal Transfer,Credit,Canada,4,Legitimate,,
2478,TXN-102477,2025-09-29 11:00:00,63.71,Instacart,Credit,United Kingdom,38,Legitimate,CA-221,Info
2479,TXN-102478,2025-09-29 12:00:00,25.86,Best Buy,Debit,United States,39,Pending Review,TP-290,Warning
2480,TXN-102479,2025-09-29 12:00:00,10.23,Target,Debit,Canada,9,Legitimate,,
2481,TXN-102480,2025-09-29 12:00:00,40.34,Netflix,Credit,Russia,45,Legitimate,,
2482,TXN-102481,2025-09-29 13:00:00,35.27,Netflix,Credit,United States,94,Pending Review,GE-773,Warning
2483,TXN-102482,2025-09-29 13:00:00,48.56,Netflix,Prepaid,United States,29,Legitimate,,
2484,TXN-102483,2025-09-29 14:00:00,103.22,Stripe Payment,Credit,Nigeria,96,Confirmed Fraud,ND-504,Critical
2485,TXN-102484,2025-09-29 14:00:00,13.35,DoorDash,Credit,India,31,Legitimate,,
2486,TXN-102485,2025-09-29 15:00:00,14.32,PayPal Transfer,Debit,Germany,14,Legitimate,,
2487,TXN-102486,2025-09-29 15:00:00,34.48,Netflix,Debit,United States,100,Confirmed Fraud,VD-338,Critical
2488,TXN-102487,2025-09-29 16:00:00,101.81,Shopify Merchant,Credit,United States,38,Confirmed Fraud,VD-338,Critical
2489,TXN-102488,2025-09-29 17:00:00,102.12,Stripe Payment,Credit,China,29,Legitimate,,
2490,TXN-102489,2025-09-29 21:00:00,19.95,Unknown Merchant,Credit,United Kingdom,23,Legitimate,,
2491,TXN-102490,2025-09-29 23:00:00,73.67,Instacart,Credit,Nigeria,38,Legitimate,,
2492,TXN-102491,2025-09-29 23:00:00,21.31,Unknown Merchant,Credit,Russia,37,Legitimate,,
2493,TXN-102492,2025-09-30 00:00:00,340.10,Target,Debit,Nigeria,44,Confirmed Fraud,IP-519,Critical
2494,TXN-102493,2025-09-30 01:00:00,139.02,Etsy Shop,Debit,United Kingdom,14,Legitimate,,
2495,TXN-102494,2025-09-30 01:00:00,62.35,Instacart,Debit,Brazil,27,Legitimate,,
2496,TXN-102495,2025-09-30 03:00:00,161.00,Target,Credit,United States,0,Legitimate,,
2497,TXN-102496,2025-09-30 03:00:00,109.09,Uber,Credit,China,28,Legitimate,,
2498,TXN-102497,2025-09-30 03:00:00,164.00,AirBnB,Debit,Nigeria,14,Legitimate,,
2499,TXN-102498,2025-09-30 03:00:00,28.21,Google Play,Debit,Brazil,33,Legitimate,,
2500,TXN-102499,2025-09-30 04:00:00,20.22,Walmart,Debit,Canada,7,Legitimate,,
2501,TXN-102500,2025-09-30 05:00:00,71.31,Spotify,Credit,Mexico,98,Confirmed Fraud,IP-519,Critical
2502,TXN-102501,2025-09-30 06:00:00,50.68,Amazon,Credit,United States,22,Legitimate,,
2503,TXN-102502,2025-09-30 06:00:00,31.10,Booking.com,Credit,United States,2,Legitimate,,
2504,TXN-102503,2025-09-30 07:00:00,259.62,Stripe Payment,Debit,Japan,18,Legitimate,,
2505,TXN-102504,2025-09-30 07:00:00,187.54,Stripe Payment,Debit,United Kingdom,11,Legitimate,,
2506,TXN-102505,2025-09-30 09:00:00,48.94,DoorDash,Credit,United States,36,Legitimate,,
2507,TXN-102506,2025-09-30 10:00:00,88.03,Netflix,Credit,Nigeria,24,Legitimate,,
2508,TXN-102507,2025-09-30 11:00:00,12.97,Unknown Merchant,Credit,Russia,95,Pending Review,CA-221,Info
2509,TXN-102508,2025-09-30 13:00:00,24.43,Spotify,Prepaid,United States,1,Legitimate,,
2510,TXN-102509,2025-09-30 14:00:00,134.65,Stripe Payment,Debit,Canada,27,Legitimate,,
2511,TXN-102510,2025-09-30 14:00:00,8.48,Target,Credit,France,2,Legitimate,,
2512,TXN-102511,2025-09-30 15:00:00,150.12,Uber,Prepaid,United States,17,Legitimate,,
2513,TXN-102512,2025-09-30 15:00:00,35.26,Shopify Merchant,Credit,India,29,Legitimate,,
2514,TXN-102513,2025-09-30 16:00:00,75.28,Amazon,Credit,Canada,0,Legitimate,,
2515,TXN-102514,2025-09-30 16:00:00,12.92,Target,Credit,United States,18,Legitimate,,
2516,TXN-102515,2025-09-30 17:00:00,176.15,Uber,Credit,Japan,63,Confirmed Fraud,VD-338b,Critical
2517,TXN-102516,2025-09-30 17:00:00,10.68,Amazon,Debit,Brazil,0,Legitimate,,
2518,TXN-102517,2025-09-30 18:00:00,41.54,Best Buy,Debit,United States,26,Legitimate,CR-145,Info
2519,TXN-102518,2025-09-30 18:00:00,199.17,Google Play,Debit,United Kingdom,28,Legitimate,,
2520,TXN-102519,2025-09-30 20:00:00,18.03,DoorDash,Credit,Germany,31,Legitimate,VD-338b,Warning
2521,TXN-102520,2025-09-30 20:00:00,28.93,Uber,Credit,Germany,2,Legitimate,,
2522,TXN-102521,2025-09-30 21:00:00,166.28,Amazon,Credit,Brazil,0,Legitimate,,
2523,TXN-102522,2025-09-30 22:00:00,96.29,Amazon,Debit,Brazil,63,Confirmed Fraud,ND-504b,Warning
2524,TXN-102523,2025-09-30 23:00:00,202.01,Best Buy,Prepaid,United States,9,Legitimate,,
2525,TXN-102524,2025-09-30 23:00:00,32.21,DoorDash,Credit,United States,35,Legitimate,CR-145,Warning
2526,TXN-102525,2025-10-01 01:00:00,37.27,Uber,Credit,United States,10,Legitimate,VD-338b,Critical
2527,TXN-102526,2025-10-01 03:00:00,1064.04,Walmart,Debit,Indonesia,64,Confirmed Fraud,IP-519b,Warning
2528,TXN-102527,2025-10-01 03:00:00,41.36,DoorDash,Debit,Nigeria,0,Legitimate,DV-812,Info
2529,TXN-102528,2025-10-01 03:00:00,38.67,Shopify Merchant,Credit,United States,23,Legitimate,ML-660,Info
2530,TXN-102529,2025-10-01 04:00:00,70.61,DoorDash,Credit,Canada,34,Legitimate,,
2531,TXN-102530,2025-10-01 07:00:00,2.18,Shopify Merchant,Debit,Canada,48,Legitimate,,
2532,TXN-102531,2025-10-01 11:00:00,199.38,Booking.com,Debit,United Kingdom,36,Legitimate,,
2533,TXN-102532,2025-10-01 12:00:00,9.28,Shopify Merchant,Credit,Nigeria,20,Legitimate,CA-221b,Info
2534,TXN-102533,2025-10-01 13:00:00,41.61,AirBnB,Credit,Canada,28,Legitimate,,
2535,TXN-102534,2025-10-01 14:00:00,21.30,DoorDash,Debit,Brazil,37,Legitimate,,
2536,TXN-102535,2025-10-01 14:00:00,38.31,PayPal Transfer,Credit,Canada,40,Legitimate,,
2537,TXN-102536,2025-10-01 14:00:00,34.51,Apple Store,Credit,United States,17,Legitimate,,
2538,TXN-102537,2025-10-01 14:00:00,39.71,Etsy Shop,Credit,Canada,39,Legitimate,,
2539,TXN-102538,2025-10-01 17:00:00,46.70,Shell Gas,Debit,United Kingdom,43,Legitimate,,
2540,TXN-102539,2025-10-01 17:00:00,42.65,Apple Store,Debit,Russia,46,Legitimate,CA-221b,Info
2541,TXN-102540,2025-10-01 18:00:00,21.91,Shell Gas,Debit,United Kingdom,28,Legitimate,,
2542,TXN-102541,2025-10-01 19:00:00,121.47,Uber,Debit,Nigeria,38,Legitimate,,
2543,TXN-102542,2025-10-01 19:00:00,9.27,PayPal Transfer,Debit,Canada,30,Legitimate,,
2544,TXN-102543,2025-10-01 20:00:00,67.28,Google Play,Credit,United Kingdom,17,Legitimate,BN-102,Info
2545,TXN-102544,2025-10-01 21:00:00,187.89,Shell Gas,Debit,Japan,29,Legitimate,,
2546,TXN-102545,2025-10-01 21:00:00,57.08,Shopify Merchant,Credit,Nigeria,82,Confirmed Fraud,CA-221b,Critical
2547,TXN-102546,2025-10-01 22:00:00,26.63,Stripe Payment,Credit,Canada,32,Legitimate,,
2548,TXN-102547,2025-10-01 23:00:00,19.51,PayPal Transfer,Debit,Canada,33,Legitimate,,
2549,TXN-102548,2025-10-01 23:00:00,30.30,Apple Store,Debit,Brazil,34,Legitimate,CA-221,Warning
2550,TXN-102549,2025-10-02 00:00:00,33.71,Uber,Debit,Mexico,15,Legitimate,,
2551,TXN-102550,2025-10-02 02:00:00,17.41,Instacart,Debit,Mexico,12,Legitimate,,
2552,TXN-102551,2025-10-02 03:00:00,120.89,Best Buy,Debit,United Kingdom,16,Legitimate,,
2553,TXN-102552,2025-10-02 03:00:00,39.56,Uber,Credit,Canada,54,Pending Review,VD-338b,Warning
2554,TXN-102553,2025-10-02 05:00:00,18.70,Uber,Credit,United States,24,Legitimate,,
2555,TXN-102554,2025-10-02 06:00:00,163.81,Target,Credit,United States,29,Legitimate,,
2556,TXN-102555,2025-10-02 06:00:00,38.85,Best Buy,Credit,China,34,Legitimate,,
2557,TXN-102556,2025-10-02 07:00:00,11.72,Target,Credit,United Kingdom,11,Legitimate,,
2558,TXN-102557,2025-10-02 07:00:00,54.66,Stripe Payment,Credit,Canada,19,Legitimate,,
2559,TXN-102558,2025-10-02 08:00:00,166.64,Booking.com,Credit,Nigeria,34,Legitimate,,
2560,TXN-102559,2025-10-02 08:00:00,103.28,PayPal Transfer,Debit,United States,27,Legitimate,,
2561,TXN-102560,2025-10-02 08:00:00,86.85,Walmart,Debit,Nigeria,64,Pending Review,CR-145,Warning
2562,TXN-102561,2025-10-02 09:00:00,9.87,DoorDash,Credit,South Korea,14,Legitimate,,
2563,TXN-102562,2025-10-02 12:00:00,62.22,DoorDash,Debit,United States,6,Legitimate,,
2564,TXN-102563,2025-10-02 12:00:00,19.40,Steam Games,Debit,Canada,30,Legitimate,,
2565,TXN-102564,2025-10-02 15:00:00,211.21,Google Play,Debit,Canada,0,Legitimate,,
2566,TXN-102565,2025-10-02 16:00:00,43.15,DoorDash,Prepaid,Canada,17,Legitimate,,
2567,TXN-102566,2025-10-02 16:00:00,66.40,DoorDash,Debit,Canada,26,Legitimate,,
2568,TXN-102567,2025-10-02 17:00:00,46.31,Spotify,Credit,United States,8,Legitimate,,
2569,TXN-102568,2025-10-02 17:00:00,66.59,Target,Credit,United States,13,Legitimate,,
2570,TXN-102569,2025-10-02 18:00:00,57.27,Netflix,Debit,India,8,Legitimate,,
2571,TXN-102570,2025-10-02 18:00:00,276.87,Etsy Shop,Credit,Nigeria,87,Confirmed Fraud,IP-519b,Critical
2572,TXN-102571,2025-10-02 18:00:00,15.64,Amazon,Debit,Canada,8,Legitimate,,
2573,TXN-102572,2025-10-02 19:00:00,23.45,Amazon,Prepaid,Nigeria,36,Legitimate,,
2574,TXN-102573,2025-10-02 20:00:00,125.59,Instacart,Credit,Canada,4,Legitimate,,
2575,TXN-102574,2025-10-02 20:00:00,5.19,Google Play,Credit,United States,28,Legitimate,,
2576,TXN-102575,2025-10-02 22:00:00,363.47,Spotify,Debit,Germany,18,Legitimate,CR-145,Info
2577,TXN-102576,2025-10-02 23:00:00,84.37,DoorDash,Credit,Germany,9,Legitimate,,
2578,TXN-102577,2025-10-02 23:00:00,48.99,Shell Gas,Credit,United Kingdom,36,Legitimate,,
2579,TXN-102578,2025-10-03 00:00:00,94.87,PayPal Transfer,Credit,Nigeria,16,Legitimate,,
2580,TXN-102579,2025-10-03 01:00:00,89.13,DoorDash,Credit,United States,21,Legitimate,ND-504,Info
2581,TXN-102580,2025-10-03 02:00:00,114.92,Shell Gas,Debit,United States,27,Legitimate,,
2582,TXN-102581,2025-10-03 03:00:00,59.59,Shell Gas,Credit,United States,27,Legitimate,,
2583,TXN-102582,2025-10-03 04:00:00,44.10,Netflix,Debit,Russia,47,Pending Review,DV-812,Warning
2584,TXN-102583,2025-10-03 04:00:00,61.88,Target,Credit,China,42,Legitimate,,
2585,TXN-102584,2025-10-03 04:00:00,47.03,Unknown Merchant,Debit,United States,28,Legitimate,,
2586,TXN-102585,2025-10-03 04:00:00,132.22,Shopify Merchant,Debit,Canada,21,Legitimate,,
2587,TXN-102586,2025-10-03 05:00:00,22.89,Instacart,Debit,Canada,13,Legitimate,,
2588,TXN-102587,2025-10-03 06:00:00,1332.64,DoorDash,Credit,Canada,73,Confirmed Fraud,CA-221b,Warning
2589,TXN-102588,2025-10-03 07:00:00,37.55,PayPal Transfer,Credit,Canada,13,Legitimate,,
2590,TXN-102589,2025-10-03 07:00:00,90.17,Shopify Merchant,Credit,Japan,26,Legitimate,CA-221,Warning
2591,TXN-102590,2025-10-03 08:00:00,50.62,Netflix,Prepaid,United Kingdom,48,Legitimate,,
2592,TXN-102591,2025-10-03 09:00:00,52.70,Target,Credit,Mexico,28,Legitimate,,
2593,TXN-102592,2025-10-03 09:00:00,18.58,Shell Gas,Debit,United States,10,Legitimate,,
2594,TXN-102593,2025-10-03 10:00:00,42.06,Steam Games,Credit,United Kingdom,48,Pending Review,IP-519b,Warning
2595,TXN-102594,2025-10-03 10:00:00,25.32,Google Play,Credit,India,77,Confirmed Fraud,CA-221,Info
2596,TXN-102595,2025-10-03 12:00:00,100.22,Netflix,Credit,Nigeria,22,Legitimate,,
2597,TXN-102596,2025-10-03 12:00:00,37.09,Stripe Payment,Credit,Canada,57,Legitimate,,
2598,TXN-102597,2025-10-03 15:00:00,45.54,Amazon,Credit,United States,63,Legitimate,,
2599,TXN-102598,2025-10-03 15:00:00,102.15,Google Play,Credit,Brazil,13,Legitimate,,
2600,TXN-102599,2025-10-03 15:00:00,60.87,Apple Store,Credit,Canada,19,Legitimate,,
2601,TXN-102600,2025-10-03 17:00:00,7.47,DoorDash,Debit,United States,40,Legitimate,,
2602,TXN-102601,2025-10-03 20:00:00,177.49,Uber,Credit,Brazil,58,Confirmed Fraud,IP-519,Warning
2603,TXN-102602,2025-10-03 21:00:00,69.74,Steam Games,Debit,Canada,2,Legitimate,,
2604,TXN-102603,2025-10-03 22:00:00,14.66,Instacart,Credit,United States,26,Legitimate,CA-221,Warning
2605,TXN-102604,2025-10-03 22:00:00,24.73,DoorDash,Credit,India,21,Legitimate,,
2606,TXN-102605,2025-10-03 22:00:00,21.92,PayPal Transfer,Debit,United States,83,Pending Review,CA-221,Warning
2607,TXN-102606,2025-10-03 23:00:00,76.70,Netflix,Debit,Canada,18,Legitimate,,
2608,TXN-102607,2025-10-03 23:00:00,45.43,PayPal Transfer,Credit,Canada,32,Legitimate,,
2609,TXN-102608,2025-10-04 00:00:00,42.02,Stripe Payment,Credit,Canada,27,Legitimate,,
2610,TXN-102609,2025-10-04 01:00:00,27.00,Shopify Merchant,Credit,Brazil,9,Legitimate,,
2611,TXN-102610,2025-10-04 01:00:00,17.02,Netflix,Debit,Nigeria,28,Legitimate,,
2612,TXN-102611,2025-10-04 02:00:00,24.48,Unknown Merchant,Prepaid,United States,16,Legitimate,,
2613,TXN-102612,2025-10-04 02:00:00,46.19,PayPal Transfer,Debit,United Kingdom,19,Legitimate,,
2614,TXN-102613,2025-10-04 03:00:00,72.79,Shell Gas,Credit,India,50,Legitimate,,
2615,TXN-102614,2025-10-04 04:00:00,129.13,DoorDash,Debit,United Kingdom,38,Legitimate,,
2616,TXN-102615,2025-10-04 05:00:00,77.12,Amazon,Credit,Canada,0,Legitimate,,
2617,TXN-102616,2025-10-04 06:00:00,64.23,Apple Store,Debit,Nigeria,42,Legitimate,,
2618,TXN-102617,2025-10-04 06:00:00,14.41,Etsy Shop,Debit,Canada,4,Legitimate,VD-338,Warning
2619,TXN-102618,2025-10-04 10:00:00,22.23,Unknown Merchant,Credit,Russia,81,Pending Review,CR-145,Warning
